Z_ion,Z_target,E_proj[keV/u],Cross_section[cm2],Uncertainty[%],is_exp,Theory_ID,DOI
2,1,7.000e+02,1.056e-16,0,0,CDW-EIS,_
2,1,8.000e+02,9.455e-17,0,0,CDW-EIS,_
2,1,9.000e+02,8.566e-17,0,0,CDW-EIS,_
2,1,1.000e+03,7.837e-17,0,0,CDW-EIS,_
2,1,2.000e+03,4.317e-17,0,0,CDW-EIS,_
2,1,3.000e+03,3.026e-17,0,0,CDW-EIS,_
2,1,4.000e+03,2.348e-17,0,0,CDW-EIS,_
2,1,5.000e+03,1.927e-17,0,0,CDW-EIS,_
2,1,6.000e+03,1.640e-17,0,0,CDW-EIS,_
2,1,7.000e+03,1.430e-17,0,0,CDW-EIS,_
2,1,8.000e+03,1.270e-17,0,0,CDW-EIS,_
2,1,9.000e+03,1.144e-17,0,0,CDW-EIS,_
2,1,1.000e+04,1.041e-17,0,0,CDW-EIS,_
2,1,2.000e+04,5.632e-18,0,0,CDW-EIS,_
2,1,3.000e+04,3.945e-18,0,0,CDW-EIS,_
2,1,4.000e+04,3.073e-18,0,0,CDW-EIS,_
2,1,5.000e+04,2.538e-18,0,0,CDW-EIS,_
2,1,6.000e+04,2.176e-18,0,0,CDW-EIS,_
2,1,7.000e+04,1.913e-18,0,0,CDW-EIS,_
2,1,8.000e+04,1.714e-18,0,0,CDW-EIS,_
2,1,9.000e+04,1.558e-18,0,0,CDW-EIS,_
2,1,1.000e+05,1.432e-18,0,0,CDW-EIS,_
2,2,1.000e+01,3.320e-20,0,0,CDW-EIS,_
2,2,2.000e+01,4.774e-18,0,0,CDW-EIS,_
2,2,3.000e+01,2.982e-17,0,0,CDW-EIS,_
2,2,4.000e+01,7.275e-17,0,0,CDW-EIS,_
2,2,5.000e+01,1.195e-16,0,0,CDW-EIS,_
2,2,6.000e+01,1.618e-16,0,0,CDW-EIS,_
2,2,7.000e+01,1.965e-16,0,0,CDW-EIS,_
2,2,8.000e+01,2.212e-16,0,0,CDW-EIS,_
2,2,9.000e+01,2.399e-16,0,0,CDW-EIS,_
2,2,1.000e+02,2.516e-16,0,0,CDW-EIS,_
2,2,2.000e+02,2.437e-16,0,0,CDW-EIS,_
2,2,3.000e+02,1.999e-16,0,0,CDW-EIS,_
2,2,4.000e+02,1.667e-16,0,0,CDW-EIS,_
2,2,5.000e+02,1.426e-16,0,0,CDW-EIS,_
2,2,6.000e+02,1.247e-16,0,0,CDW-EIS,_
2,2,7.000e+02,1.110e-16,0,0,CDW-EIS,_
2,2,8.000e+02,1.000e-16,0,0,CDW-EIS,_
2,2,9.000e+02,9.119e-17,0,0,CDW-EIS,_
2,2,1.000e+03,8.386e-17,0,0,CDW-EIS,_
2,2,2.000e+03,4.753e-17,0,0,CDW-EIS,_
2,2,3.000e+03,3.379e-17,0,0,CDW-EIS,_
2,2,4.000e+03,2.645e-17,0,0,CDW-EIS,_
2,2,5.000e+03,2.185e-17,0,0,CDW-EIS,_
2,2,6.000e+03,1.868e-17,0,0,CDW-EIS,_
2,2,7.000e+03,1.635e-17,0,0,CDW-EIS,_
2,2,8.000e+03,1.457e-17,0,0,CDW-EIS,_
2,2,9.000e+03,1.316e-17,0,0,CDW-EIS,_
2,2,1.000e+04,1.202e-17,0,0,CDW-EIS,_
2,2,2.000e+04,6.597e-18,0,0,CDW-EIS,_
2,2,3.000e+04,4.657e-18,0,0,CDW-EIS,_
2,2,4.000e+04,3.647e-18,0,0,CDW-EIS,_
2,2,5.000e+04,3.023e-18,0,0,CDW-EIS,_
2,2,6.000e+04,2.599e-18,0,0,CDW-EIS,_
2,2,7.000e+04,2.291e-18,0,0,CDW-EIS,_
2,2,8.000e+04,2.057e-18,0,0,CDW-EIS,_
2,2,9.000e+04,1.873e-18,0,0,CDW-EIS,_
2,2,1.000e+05,1.724e-18,0,0,CDW-EIS,_
2,10,1.000e+01,1.853e-19,0,0,CDW-EIS,_
2,10,2.000e+01,1.509e-17,0,0,CDW-EIS,_
2,10,3.000e+01,7.878e-17,0,0,CDW-EIS,_
2,10,4.000e+01,1.824e-16,0,0,CDW-EIS,_
2,10,5.000e+01,2.976e-16,0,0,CDW-EIS,_
2,10,6.000e+01,4.067e-16,0,0,CDW-EIS,_
2,10,7.000e+01,5.023e-16,0,0,CDW-EIS,_
2,10,8.000e+01,5.771e-16,0,0,CDW-EIS,_
2,10,9.000e+01,6.383e-16,0,0,CDW-EIS,_
2,10,1.000e+02,6.824e-16,0,0,CDW-EIS,_
2,10,2.000e+02,7.499e-16,0,0,CDW-EIS,_
2,10,3.000e+02,6.512e-16,0,0,CDW-EIS,_
2,10,4.000e+02,5.597e-16,0,0,CDW-EIS,_
2,10,5.000e+02,4.879e-16,0,0,CDW-EIS,_
2,10,6.000e+02,4.322e-16,0,0,CDW-EIS,_
2,10,7.000e+02,3.880e-16,0,0,CDW-EIS,_
2,10,8.000e+02,3.524e-16,0,0,CDW-EIS,_
2,10,9.000e+02,3.230e-16,0,0,CDW-EIS,_
2,10,1.000e+03,2.985e-16,0,0,CDW-EIS,_
2,10,2.000e+03,1.733e-16,0,0,CDW-EIS,_
2,10,3.000e+03,1.245e-16,0,0,CDW-EIS,_
2,10,4.000e+03,9.811e-17,0,0,CDW-EIS,_
2,10,5.000e+03,8.142e-17,0,0,CDW-EIS,_
2,10,6.000e+03,6.985e-17,0,0,CDW-EIS,_
2,10,7.000e+03,6.133e-17,0,0,CDW-EIS,_
2,10,8.000e+03,5.477e-17,0,0,CDW-EIS,_
2,10,9.000e+03,4.957e-17,0,0,CDW-EIS,_
2,10,1.000e+04,4.532e-17,0,0,CDW-EIS,_
2,10,2.000e+04,2.513e-17,0,0,CDW-EIS,_
2,10,3.000e+04,1.783e-17,0,0,CDW-EIS,_
2,10,4.000e+04,1.400e-17,0,0,CDW-EIS,_
2,10,5.000e+04,1.164e-17,0,0,CDW-EIS,_
2,10,6.000e+04,1.002e-17,0,0,CDW-EIS,_
2,10,7.000e+04,8.846e-18,0,0,CDW-EIS,_
2,10,8.000e+04,7.951e-18,0,0,CDW-EIS,_
2,10,9.000e+04,7.246e-18,0,0,CDW-EIS,_
2,10,1.000e+05,6.676e-18,0,0,CDW-EIS,_
2,18,1.000e+01,2.077e-18,0,0,CDW-EIS,_
2,18,2.000e+01,1.371e-16,0,0,CDW-EIS,_
2,18,3.000e+01,5.698e-16,0,0,CDW-EIS,_
2,18,4.000e+01,1.070e-15,0,0,CDW-EIS,_
2,18,5.000e+01,1.471e-15,0,0,CDW-EIS,_
2,18,6.000e+01,1.749e-15,0,0,CDW-EIS,_
2,18,7.000e+01,1.917e-15,0,0,CDW-EIS,_
2,18,8.000e+01,2.001e-15,0,0,CDW-EIS,_
2,18,9.000e+01,2.036e-15,0,0,CDW-EIS,_
2,18,1.000e+02,2.033e-15,0,0,CDW-EIS,_
2,18,2.000e+02,1.562e-15,0,0,CDW-EIS,_
2,18,3.000e+02,1.187e-15,0,0,CDW-EIS,_
2,18,4.000e+02,9.521e-16,0,0,CDW-EIS,_
2,18,5.000e+02,7.953e-16,0,0,CDW-EIS,_
2,18,6.000e+02,6.837e-16,0,0,CDW-EIS,_
2,18,7.000e+02,6.003e-16,0,0,CDW-EIS,_
2,18,8.000e+02,5.356e-16,0,0,CDW-EIS,_
2,18,9.000e+02,4.838e-16,0,0,CDW-EIS,_
2,18,1.000e+03,4.415e-16,0,0,CDW-EIS,_
2,18,2.000e+03,2.388e-16,0,0,CDW-EIS,_
2,18,3.000e+03,1.657e-16,0,0,CDW-EIS,_
2,18,4.000e+03,1.276e-16,0,0,CDW-EIS,_
2,18,5.000e+03,1.042e-16,0,0,CDW-EIS,_
2,18,6.000e+03,8.823e-17,0,0,CDW-EIS,_
2,18,7.000e+03,7.666e-17,0,0,CDW-EIS,_
2,18,8.000e+03,6.788e-17,0,0,CDW-EIS,_
2,18,9.000e+03,6.097e-17,0,0,CDW-EIS,_
2,18,1.000e+04,5.539e-17,0,0,CDW-EIS,_
2,18,2.000e+04,2.954e-17,0,0,CDW-EIS,_
2,18,3.000e+04,2.053e-17,0,0,CDW-EIS,_
2,18,4.000e+04,1.592e-17,0,0,CDW-EIS,_
2,18,5.000e+04,1.310e-17,0,0,CDW-EIS,_
2,18,6.000e+04,1.120e-17,0,0,CDW-EIS,_
2,18,7.000e+04,9.825e-18,0,0,CDW-EIS,_
2,18,8.000e+04,8.786e-18,0,0,CDW-EIS,_
2,18,9.000e+04,7.972e-18,0,0,CDW-EIS,_
2,18,1.000e+05,7.317e-18,0,0,CDW-EIS,_
3,1,1.000e+01,3.628e-20,0,0,CDW-EIS,_
3,1,2.000e+01,1.432e-17,0,0,CDW-EIS,_
3,1,3.000e+01,9.895e-17,0,0,CDW-EIS,_
3,1,4.000e+01,2.294e-16,0,0,CDW-EIS,_
3,1,5.000e+01,3.512e-16,0,0,CDW-EIS,_
3,1,6.000e+01,4.456e-16,0,0,CDW-EIS,_
3,1,7.000e+01,5.119e-16,0,0,CDW-EIS,_
3,1,8.000e+01,5.521e-16,0,0,CDW-EIS,_
3,1,9.000e+01,5.773e-16,0,0,CDW-EIS,_
3,1,1.000e+02,5.889e-16,0,0,CDW-EIS,_
3,1,2.000e+02,5.122e-16,0,0,CDW-EIS,_
3,1,3.000e+02,4.128e-16,0,0,CDW-EIS,_
3,1,4.000e+02,3.427e-16,0,0,CDW-EIS,_
3,1,5.000e+02,2.927e-16,0,0,CDW-EIS,_
3,1,6.000e+02,2.556e-16,0,0,CDW-EIS,_
3,1,7.000e+02,2.271e-16,0,0,CDW-EIS,_
3,1,8.000e+02,2.045e-16,0,0,CDW-EIS,_
3,1,9.000e+02,1.861e-16,0,0,CDW-EIS,_
3,1,1.000e+03,1.709e-16,0,0,CDW-EIS,_
3,1,2.000e+03,9.565e-17,0,0,CDW-EIS,_
3,1,3.000e+03,6.740e-17,0,0,CDW-EIS,_
3,1,4.000e+03,5.242e-17,0,0,CDW-EIS,_
3,1,5.000e+03,4.308e-17,0,0,CDW-EIS,_
3,1,6.000e+03,3.668e-17,0,0,CDW-EIS,_
3,1,7.000e+03,3.200e-17,0,0,CDW-EIS,_
3,1,8.000e+03,2.843e-17,0,0,CDW-EIS,_
